path,subject,class,time_len,available_time_L,available_time_R
..\data\s3\f1eng\s3_f1eng_ha4.avi,s3,s3,5.668571428571428,2.1081632653061226,4.122993197278912
..\data\s3\f1eng\s3_f1eng_ha5.avi,s3,s3,6.191020408163265,2.0685260770975056,4.390702947845805
..\data\s3\f1eng\s3_f1eng_sa1.avi,s3,s3,6.504489795918367,2.3214965986394556,4.517641723356009
..\data\s3\f1eng\s3_f1eng_sa2.avi,s3,s3,5.903673469387755,2.8880272108843537,3.3779591836734695
..\data\s3\f1eng\s3_f1eng_sa3.avi,s3,s3,5.773061224489796,2.856235827664399,3.7034467120181405
..\data\s3\f1eng\s3_f1eng_su1.avi,s3,s3,5.250612244897959,1.7284353741496599,3.4637641723356007
..\data\s3\f1eng\s3_f1eng_su2.avi,s3,s3,5.146122448979592,1.897687074829932,3.0940136054421767
..\data\s3\f1eng\s3_f1eng_su3.avi,s3,s3,5.146122448979592,1.7691609977324263,3.071156462585034
..\data\s3\f2per\s3_f2per_an1.avi,s3,s3,4.780408163265306,1.855283446712018,2.8281632653061224
..\data\s3\f2per\s3_f2per_an2.avi,s3,s3,4.153469387755102,1.9440362811791383,2.6843083900226756
..\data\s3\f2per\s3_f2per_an3.avi,s3,s3,4.25795918367347,1.7023582766439909,2.4215419501133786
..\data\s3\f2per\s3_f2per_di1.avi,s3,s3,5.12,2.309750566893424,3.511020408163265
..\data\s3\f2per\s3_f2per_di2.avi,s3,s3,5.328979591836735,2.1904308390022678,3.5178684807256237
..\data\s3\f2per\s3_f2per_di3.avi,s3,s3,5.799183673469388,2.93015873015873,4.482131519274376
..\data\s3\f2per\s3_f2per_di4.avi,s3,s3,5.459591836734694,2.6202721088435372,4.029342403628118
..\data\s3\f2per\s3_f2per_di5.avi,s3,s3,5.12,2.130340136054422,3.7633106575963717
..\data\s3\f2per\s3_f2per_di6.avi,s3,s3,4.858775510204081,2.2783673469387753,3.505124716553288
..\data\s3\f2per\s3_f2per_fe1.avi,s3,s3,4.12734693877551,1.9774603174603174,2.8048072562358275
..\data\s3\f2per\s3_f2per_fe2.avi,s3,s3,4.519183673469388,2.3476643990929706,3.0960544217687076
..\data\s3\f2per\s3_f2per_fe3.avi,s3,s3,5.198367346938776,2.8453061224489797,3.5151927437641723
..\data\s3\f2per\s3_f2per_fe4.avi,s3,s3,4.310204081632653,2.2947845804988662,3.221678004535147
..\data\s3\f2per\s3_f2per_fe5.avi,s3,s3,5.0416326530612245,2.3876643990929707,3.5017687074829933
..\data\s3\f2per\s3_f2per_fe6.avi,s3,s3,4.597551020408163,2.363083900226757,3.3118367346938777
..\data\s3\f2per\s3_f2per_fe7.avi,s3,s3,4.153469387755102,2.075736961451247,3.0173696145124715
..\data\s3\f2per\s3_f2per_ha1.avi,s3,s3,4.911020408163266,1.9481179138321996,3.2235374149659863
..\data\s3\f2per\s3_f2per_ha10.avi,s3,s3,4.780408163265306,2.0652607709750566,3.0058956916099775
..\data\s3\f2per\s3_f2per_ha11.avi,s3,s3,5.0416326530612245,2.129251700680272,3.428888888888889
..\data\s3\f2per\s3_f2per_ha2.avi,s3,s3,5.459591836734694,2.3157823129251702,3.426394557823129
..\data\s3\f2per\s3_f2per_ha3.avi,s3,s3,4.858775510204081,1.753514739229025,3.3183673469387753
..\data\s3\f2per\s3_f2per_ha4.avi,s3,s3,4.649795918367347,1.7947845804988662,2.8840362811791382
..\data\s3\f2per\s3_f2per_ha5.avi,s3,s3,5.328979591836735,2.0643083900226755,3.48140589569161
..\data\s3\f2per\s3_f2per_ha6.avi,s3,s3,5.799183673469388,2.713015873015873,4.210521541950113
..\data\s3\f2per\s3_f2per_ha7.avi,s3,s3,6.452244897959184,3.049750566893424,4.773786848072563
..\data\s3\f2per\s3_f2per_ha8.avi,s3,s3,5.0416326530612245,2.1287528344671203,3.581043083900227
..\data\s3\f2per\s3_f2per_ha9.avi,s3,s3,5.328979591836735,2.3769614512471655,3.6189115646258503
..\data\s3\f2per\s3_f2per_sa1.avi,s3,s3,5.511836734693878,3.1965986394557824,3.6189115646258503
..\data\s3\f2per\s3_f2per_sa2.avi,s3,s3,5.459591836734694,2.5156009070294783,4.083446712018141
..\data\s3\f2per\s3_f2per_sa3.avi,s3,s3,5.851428571428571,2.3202721088435374,3.7508843537414966
..\data\s3\f2per\s3_f2per_sa4.avi,s3,s3,6.243265306122449,3.5897052154195013,3.7244897959183674
..\data\s3\f2per\s3_f2per_sa5.avi,s3,s3,5.459591836734694,2.7579591836734694,3.9063492063492062
..\data\s3\f2per\s3_f2per_sa6.avi,s3,s3,5.198367346938776,2.272879818594104,3.7286167800453516
..\data\s3\f2per\s3_f2per_sa7.avi,s3,s3,5.5902040816326535,2.890204081632653,4.039637188208617
..\data\s3\f2per\s3_f2per_sa8.avi,s3,s3,5.799183673469388,2.648208616780045,3.925260770975057
..\data\s3\f2per\s3_f2per_sa9.avi,s3,s3,5.198367346938776,3.0673922902494333,3.592199546485261
..\data\s3\f2per\s3_f2per_su1.avi,s3,s3,5.5902040816326535,2.643673469387755,3.8857596371882086
..\data\s3\f2per\s3_f2per_su2.avi,s3,s3,5.198367346938776,2.096643990929705,3.790793650793651
..\data\s3\f2per\s3_f2per_su3.avi,s3,s3,5.12,2.269750566893424,3.634829931972789
..\data\s3\f2per\s3_f2per_su4.avi,s3,s3,4.388571428571429,1.8371882086167801,3.1551473922902495
..\data\s3\f2per\s3_f2per_su5.avi,s3,s3,7.183673469387755,3.814829931972789,5.299773242630385
..\data\s3\f2per\s3_f2per_su6.avi,s3,s3,5.250612244897959,2.4,3.6801814058956914
..\data\s3\f2per\s3_f2per_su7.avi,s3,s3,4.989387755102041,2.5132426303854873,3.679138321995465
..\data\s3\f3per\s3_f3per_an1.avi,s3,s3,5.3028571428571425,1.8635374149659865,3.4537414965986395
..\data\s3\f3per\s3_f3per_an2.avi,s3,s3,6.608979591836735,1.9825396825396826,4.307709750566893
..\data\s3\f3per\s3_f3per_di1.avi,s3,s3,6.478367346938776,2.4405895691609976,4.273786848072563
..\data\s3\f3per\s3_f3per_di2.avi,s3,s3,5.773061224489796,2.8397278911564627,4.201587301587302
..\data\s3\f3per\s3_f3per_di3.avi,s3,s3,6.504489795918367,2.9106122448979592,4.458911564625851
..\data\s3\f3per\s3_f3per_di4.avi,s3,s3,5.5902040816326535,1.8968253968253967,3.724625850340136
..\data\s3\f3per\s3_f3per_di5.avi,s3,s3,7.340408163265306,2.0162358276643992,5.435056689342404
..\data\s3\f3per\s3_f3per_fe1.avi,s3,s3,5.564081632653061,2.1388662131519274,3.6569614512471653
..\data\s3\f3per\s3_f3per_fe2.avi,s3,s3,6.478367346938776,2.093877551020408,4.787573696145125
..\data\s3\f3per\s3_f3per_ha1.avi,s3,s3,5.459591836734694,1.6838095238095239,3.3880725623582766
..\data\s3\f3per\s3_f3per_ha2.avi,s3,s3,5.146122448979592,2.1363718820861677,3.505170068027211
..\data\s3\f3per\s3_f3per_sa1.avi,s3,s3,6.191020408163265,3.0775510204081633,3.9112925170068027
..\data\s3\f3per\s3_f3per_sa2.avi,s3,s3,6.948571428571428,3.1364172335600906,4.6525623582766436
..\data\s3\f3per\s3_f3per_sa3.avi,s3,s3,6.086530612244898,2.937278911564626,4.512108843537415
..\data\s3\f3per\s3_f3per_su1.avi,s3,s3,5.773061224489796,2.2320181405895694,3.901814058956916
..\data\s3\f3per\s3_f3per_su2.avi,s3,s3,5.12,2.396417233560091,3.859954648526077
..\data\s4\f1eng\s4_f1eng_an1.avi,s4,s4,5.224489795918367,2.0011791383219957,4.452517006802721
..\data\s4\f1eng\s4_f1eng_an2.avi,s4,s4,5.459591836734694,2.1072562358276645,3.8715192743764173
..\data\s4\f1eng\s4_f1eng_an3.avi,s4,s4,5.459591836734694,2.5027210884353743,4.360861678004535
..\data\s4\f1eng\s4_f1eng_an4.avi,s4,s4,5.459591836734694,2.3593650793650793,4.429115646258503
..\data\s4\f1eng\s4_f1eng_an5.avi,s4,s4,5.98204081632653,1.6585487528344671,4.7522902494331065
..\data\s4\f1eng\s4_f1eng_di1.avi,s4,s4,7.497142857142857,2.5482086167800455,5.684081632653061
..\data\s4\f1eng\s4_f1eng_di2.avi,s4,s4,5.746938775510204,2.9983219954648526,4.239727891156463
..\data\s4\f1eng\s4_f1eng_di3.avi,s4,s4,6.713469387755102,2.1521995464852606,5.547981859410431
..\data\s4\f1eng\s4_f1eng_di4.avi,s4,s4,5.98204081632653,2.9781859410430838,4.839773242630385
..\data\s4\f1eng\s4_f1eng_fe1.avi,s4,s4,5.746938775510204,3.4555555555555557,4.214421768707483
..\data\s4\f1eng\s4_f1eng_fe2.avi,s4,s4,6.243265306122449,2.1780045351473922,4.891791383219955
..\data\s4\f1eng\s4_f1eng_fe3.avi,s4,s4,5.459591836734694,2.673832199546485,3.632607709750567
..\data\s4\f1eng\s4_f1eng_fe4.avi,s4,s4,6.243265306122449,3.453968253968254,5.122494331065759
..\data\s4\f1eng\s4_f1eng_fe5.avi,s4,s4,5.98204081632653,3.2448526077097504,4.530657596371882
..\data\s4\f1eng\s4_f1eng_ha1.avi,s4,s4,5.459591836734694,2.885396825396825,4.238956916099773
..\data\s4\f1eng\s4_f1eng_ha2.avi,s4,s4,4.728163265306122,1.5279818594104309,3.551655328798186
..\data\s4\f1eng\s4_f1eng_ha3.avi,s4,s4,5.485714285714286,2.3843990929705217,4.257777777777778
..\data\s4\f1eng\s4_f1eng_ha4.avi,s4,s4,5.98204081632653,2.382947845804989,5.335238095238095
..\data\s4\f1eng\s4_f1eng_sa1.avi,s4,s4,6.478367346938776,3.8466213151927438,3.8896145124716552
..\data\s4\f1eng\s4_f1eng_sa2.avi,s4,s4,6.478367346938776,6.478321995464853,0.0
..\data\s4\f1eng\s4_f1eng_sa3.avi,s4,s4,5.746938775510204,5.746893424036281,0.0
..\data\s4\f1eng\s4_f1eng_sa4.avi,s4,s4,5.459591836734694,3.298140589569161,3.331791383219955
..\data\s4\f1eng\s4_f1eng_su1.avi,s4,s4,4.989387755102041,2.465079365079365,3.9207256235827663
..\data\s4\f1eng\s4_f1eng_su2.avi,s4,s4,4.989387755102041,1.9491609977324262,3.8080272108843536
..\data\s4\f1eng\s4_f1eng_su3.avi,s4,s4,5.746938775510204,2.5764172335600906,3.814875283446712
..\data\s4\f2chi\s4_f2chi_an1.avi,s4,s4,4.12734693877551,1.613469387755102,2.1501133786848072
..\data\s4\f2chi\s4_f2chi_an2.avi,s4,s4,3.2653061224489797,1.3471201814058957,2.057641723356009
..\data\s4\f2chi\s4_f2chi_an3.avi,s4,s4,3.4481632653061225,1.2284807256235828,2.010113378684807
..\data\s4\f2chi\s4_f2chi_an4.avi,s4,s4,4.25795918367347,1.2528798185941044,2.5839909297052155
..\data\s4\f2chi\s4_f2chi_an5.avi,s4,s4,3.369795918367347,1.1471201814058958,2.0170975056689344
..\data\s4\f2chi\s4_f2chi_an6.avi,s4,s4,3.526530612244898,1.3843990929705214,2.2578231292517006
..\data\s4\f2chi\s4_f2chi_an7.avi,s4,s4,3.866122448979592,1.586938775510204,2.2877097505668935
..\data\s4\f2chi\s4_f2chi_an8.avi,s4,s4,3.369795918367347,1.4092063492063491,2.1736961451247168
..\data\s4\f2chi\s4_f2chi_an9.avi,s4,s4,3.369795918367347,1.1857596371882086,2.1542403628117914
..\data\s4\f2chi\s4_f2chi_di1.avi,s4,s4,4.41469387755102,1.6375510204081634,3.299092970521542
..\data\s4\f2chi\s4_f2chi_di2.avi,s4,s4,4.649795918367347,1.7417233560090704,3.1378231292517005
..\data\s4\f2chi\s4_f2chi_di3.avi,s4,s4,4.310204081632653,1.7142403628117915,3.16702947845805
..\data\s4\f2chi\s4_f2chi_di4.avi,s4,s4,4.388571428571429,2.259410430839002,3.3658503401360544
..\data\s4\f2chi\s4_f2chi_di5.avi,s4,s4,4.780408163265306,1.532108843537415,3.5179591836734696
..\data\s4\f2chi\s4_f2chi_di6.avi,s4,s4,4.25795918367347,1.5468480725623583,3.075419501133787
..\data\s4\f2chi\s4_f2chi_di7.avi,s4,s4,4.12734693877551,1.78562358276644,3.0183673469387755
..\data\s4\f2chi\s4_f2chi_fe1.avi,s4,s4,3.8922448979591837,1.7649433106575965,2.4439455782312924
..\data\s4\f2chi\s4_f2chi_fe10.avi,s4,s4,5.328979591836735,2.8248072562358275,5.191383219954648
..\data\s4\f2chi\s4_f2chi_fe2.avi,s4,s4,4.153469387755102,2.0817687074829934,2.809251700680272
..\data\s4\f2chi\s4_f2chi_fe3.avi,s4,s4,4.048979591836734,2.009795918367347,2.699365079365079
..\data\s4\f2chi\s4_f2chi_fe4.avi,s4,s4,4.25795918367347,2.341768707482993,2.362766439909297
..\data\s4\f2chi\s4_f2chi_fe5.avi,s4,s4,3.7877551020408164,1.6606802721088436,2.314331065759637
..\data\s4\f2chi\s4_f2chi_fe6.avi,s4,s4,4.25795918367347,1.8029478458049886,2.87750566893424
..\data\s4\f2chi\s4_f2chi_fe7.avi,s4,s4,4.597551020408163,2.3602721088435374,2.924625850340136
..\data\s4\f2chi\s4_f2chi_fe8.avi,s4,s4,4.388571428571429,2.4750566893424035,2.4769160997732427
..\data\s4\f2chi\s4_f2chi_fe9.avi,s4,s4,4.388571428571429,1.8010884353741496,3.3235374149659864
..\data\s4\f2chi\s4_f2chi_ha1.avi,s4,s4,4.048979591836734,1.9640816326530612,2.967800453514739
..\data\s4\f2chi\s4_f2chi_ha10.avi,s4,s4,3.996734693877551,1.8847619047619049,2.7891156462585034
..\data\s4\f2chi\s4_f2chi_ha2.avi,s4,s4,4.153469387755102,1.8411791383219955,3.0676190476190475
..\data\s4\f2chi\s4_f2chi_ha3.avi,s4,s4,4.12734693877551,1.614829931972789,2.8741950113378687
..\data\s4\f2chi\s4_f2chi_ha4.avi,s4,s4,4.519183673469388,1.8811791383219956,3.598956916099773
..\data\s4\f2chi\s4_f2chi_ha5.avi,s4,s4,4.12734693877551,1.9507482993197278,3.002312925170068
..\data\s4\f2chi\s4_f2chi_ha6.avi,s4,s4,4.388571428571429,1.8300680272108845,3.151292517006803
..\data\s4\f2chi\s4_f2chi_ha7.avi,s4,s4,3.8922448979591837,1.8229024943310657,2.815056689342404
..\data\s4\f2chi\s4_f2chi_ha8.avi,s4,s4,4.153469387755102,1.7379138321995464,2.9485714285714284
..\data\s4\f2chi\s4_f2chi_ha9.avi,s4,s4,4.12734693877551,1.6830839002267575,2.864625850340136
..\data\s4\f2chi\s4_f2chi_sa1.avi,s4,s4,4.048979591836734,1.875873015873016,1.9430839002267575
..\data\s4\f2chi\s4_f2chi_sa2.avi,s4,s4,4.780408163265306,4.780362811791383,0.0
..\data\s4\f2chi\s4_f2chi_sa3.avi,s4,s4,4.728163265306122,4.728117913832199,0.0
..\data\s4\f2chi\s4_f2chi_sa4.avi,s4,s4,4.388571428571429,2.0973696145124716,2.9239909297052153
..\data\s4\f2chi\s4_f2chi_sa5.avi,s4,s4,3.996734693877551,3.996689342403628,0.0
..\data\s4\f2chi\s4_f2chi_sa6.avi,s4,s4,4.310204081632653,4.31015873015873,0.0
..\data\s4\f2chi\s4_f2chi_sa7.avi,s4,s4,4.310204081632653,2.122403628117914,2.9993197278911565
..\data\s4\f2chi\s4_f2chi_sa8.avi,s4,s4,4.153469387755102,2.6784126984126986,2.745170068027211
..\data\s4\f2chi\s4_f2chi_sa9.avi,s4,s4,4.388571428571429,2.704625850340136,2.7439002267573698
..\data\s4\f2chi\s4_f2chi_su1.avi,s4,s4,3.866122448979592,1.7848979591836736,2.993061224489796
..\data\s4\f2chi\s4_f2chi_su10.avi,s4,s4,3.996734693877551,1.3569614512471655,2.6853514739229025
..\data\s4\f2chi\s4_f2chi_su2.avi,s4,s4,4.048979591836734,1.5775963718820862,2.917687074829932
..\data\s4\f2chi\s4_f2chi_su3.avi,s4,s4,3.317551020408163,1.3321088435374149,2.3745124716553287
..\data\s4\f2chi\s4_f2chi_su4.avi,s4,s4,3.7877551020408164,1.575328798185941,2.4351473922902493
..\data\s4\f2chi\s4_f2chi_su5.avi,s4,s4,3.709387755102041,1.5634013605442176,2.787437641723356
..\data\s4\f2chi\s4_f2chi_su6.avi,s4,s4,4.388571428571429,1.6317460317460317,2.913469387755102
..\data\s4\f2chi\s4_f2chi_su7.avi,s4,s4,4.153469387755102,1.5025850340136055,2.9322902494331067
..\data\s4\f2chi\s4_f2chi_su8.avi,s4,s4,4.153469387755102,1.7243537414965986,2.8044444444444445
..\data\s4\f2chi\s4_f2chi_su9.avi,s4,s4,4.25795918367347,1.9263038548752835,3.323083900226757
..\data\s4\f3chi\s4_f3chi_an1.avi,s4,s4,4.056009070294785,1.7552834467120182,2.283718820861678
..\data\s4\f3chi\s4_f3chi_an10.avi,s4,s4,4.656009070294784,1.9666666666666666,2.829387755102041
..\data\s4\f3chi\s4_f3chi_an2.avi,s4,s4,4.488027210884353,1.5425396825396824,2.2904761904761903
..\data\s4\f3chi\s4_f3chi_an3.avi,s4,s4,3.8880272108843537,1.5105215419501135,2.3774149659863943
..\data\s4\f3chi\s4_f3chi_an4.avi,s4,s4,4.152018140589569,1.97156462585034,2.987482993197279
..\data\s4\f3chi\s4_f3chi_an5.avi,s4,s4,3.96,1.550204081632653,2.4381859410430837
..\data\s4\f3chi\s4_f3chi_an6.avi,s4,s4,4.3920181405895695,1.705532879818594,2.5849433106575965
..\data\s4\f3chi\s4_f3chi_an7.avi,s4,s4,4.368027210884354,1.5814512471655329,2.375328798185941
..\data\s4\f3chi\s4_f3chi_an8.avi,s4,s4,4.752018140589569,1.8630385487528345,2.846167800453515
..\data\s4\f3chi\s4_f3chi_an9.avi,s4,s4,5.016009070294785,1.4983219954648526,2.790204081632653
..\data\s4\f3chi\s4_f3chi_di1.avi,s4,s4,4.92,1.5676643990929706,3.0897052154195013
..\data\s4\f3chi\s4_f3chi_di2.avi,s4,s4,4.968027210884354,2.109251700680272,3.254965986394558
..\data\s4\f3chi\s4_f3chi_di3.avi,s4,s4,4.992018140589569,1.8536054421768708,3.5972789115646258
..\data\s4\f3chi\s4_f3chi_di4.avi,s4,s4,5.47201814058957,1.8556462585034013,3.4949659863945577
..\data\s4\f3chi\s4_f3chi_di5.avi,s4,s4,5.568027210884353,2.0382312925170067,4.253832199546485
..\data\s4\f3chi\s4_f3chi_di6.avi,s4,s4,5.1840362811791385,2.2802267573696144,3.633424036281179
..\data\s4\f3chi\s4_f3chi_di7.avi,s4,s4,4.584036281179138,1.1347392290249434,3.0285714285714285
..\data\s4\f3chi\s4_f3chi_fe1.avi,s4,s4,4.704036281179138,2.3101133786848074,2.8928798185941043
..\data\s4\f3chi\s4_f3chi_fe2.avi,s4,s4,5.1840362811791385,2.6463038548752835,3.5537414965986396
..\data\s4\f3chi\s4_f3chi_fe3.avi,s4,s4,4.8,1.7705668934240364,2.8923356009070296
..\data\s4\f3chi\s4_f3chi_fe4.avi,s4,s4,5.136009070294785,2.001360544217687,3.3473015873015872
..\data\s4\f3chi\s4_f3chi_fe5.avi,s4,s4,5.1840362811791385,2.0226757369614514,3.1508390022675736
..\data\s4\f3chi\s4_f3chi_fe6.avi,s4,s4,5.088027210884354,2.3147845804988663,3.353015873015873
..\data\s4\f3chi\s4_f3chi_ha1.avi,s4,s4,4.8960090702947845,2.4765532879818593,3.2592290249433105
..\data\s4\f3chi\s4_f3chi_ha2.avi,s4,s4,4.416009070294785,1.1639909297052153,3.1602267573696143
..\data\s4\f3chi\s4_f3chi_ha3.avi,s4,s4,5.4,1.8857142857142857,3.8504308390022675
..\data\s4\f3chi\s4_f3chi_ha4.avi,s4,s4,4.704036281179138,1.9198639455782314,3.370839002267574
..\data\s4\f3chi\s4_f3chi_ha5.avi,s4,s4,4.992018140589569,2.048934240362812,3.5107936507936506
..\data\s4\f3chi\s4_f3chi_ha6.avi,s4,s4,4.536009070294784,2.0811337868480724,3.0107936507936506
..\data\s4\f3chi\s4_f3chi_ha7.avi,s4,s4,4.536009070294784,2.148208616780045,3.203718820861678
..\data\s4\f3chi\s4_f3chi_ha8.avi,s4,s4,4.488027210884353,0.07786848072562358,3.1541950113378685
..\data\s4\f3chi\s4_f3chi_ha9.avi,s4,s4,4.7280272108843535,1.550657596371882,3.2301587301587302
..\data\s4\f3chi\s4_f3chi_sa1.avi,s4,s4,5.016009070294785,2.2947845804988662,3.0082539682539684
..\data\s4\f3chi\s4_f3chi_sa2.avi,s4,s4,4.992018140589569,2.212698412698413,3.4012244897959185
..\data\s4\f3chi\s4_f3chi_sa3.avi,s4,s4,4.704036281179138,2.0542857142857143,2.983628117913832
..\data\s4\f3chi\s4_f3chi_sa4.avi,s4,s4,5.232018140589569,1.934875283446712,3.5431292517006803
..\data\s4\f3chi\s4_f3chi_sa5.avi,s4,s4,4.704036281179138,1.8066213151927437,2.972108843537415
..\data\s4\f3chi\s4_f3chi_su1.avi,s4,s4,5.304036281179139,2.185668934240363,3.4871655328798186
